,id,url,date,content,keyword
784,1521274969694613504,https://twitter.com/SWAUTOGRAPH/status/1521274969694613504,2022-05-02 23:46:31+00:00,Loving this year's media badges for @SW_Celebration! #starwars #StarWarsCelebration https://t.co/n5mq5sOhHO,#StarWars
785,1521274791457697797,https://twitter.com/LBeskar/status/1521274791457697797,2022-05-02 23:45:48+00:00,Cad Bane #StarWars https://t.co/4uj38vOFJo,#StarWars
786,1521274783870160896,https://twitter.com/BotCollectibles/status/1521274783870160896,2022-05-02 23:45:47+00:00,"[$11.99]
Star Wars - The Vintage Collection Gaming Greats Shock Scout
#StarWars #TheVintageCollection #ShockScoutTrooper
Source: Best Buy checker
Reason: Add to Cart button

🛒: https://t.co/PTm1LEnw7d

07:45:12.1810 PM EDT #Ad

https://t.co/0kLl4NQoow",#StarWars
787,1521274783811391490,https://twitter.com/BotInventory/status/1521274783811391490,2022-05-02 23:45:47+00:00,"[$11.99]
Star Wars - The Vintage Collection Gaming Greats Shock Scout
#StarWars #TheVintageCollection #ShockScoutTrooper
Source: Best Buy checker
Reason: Add to Cart button

🛒: https://t.co/oW2pICs6Rs

07:45:12.1810 PM EDT #Ad

https://t.co/NzhppaRiBI",#StarWars
788,1521274726462726151,https://twitter.com/LBeskar/status/1521274726462726151,2022-05-02 23:45:33+00:00,❤️Star Wars❤️ #StarWars https://t.co/uat3TaMnZi,#StarWars
789,1521274716497006592,https://twitter.com/derpinglys/status/1521274716497006592,2022-05-02 23:45:30+00:00,"My boyfriend @Darkwolf1151 is going live on twitch in a few, playing #swtor with me. Come tune in and watch us play on https://t.co/kmpPB4OSC1 #twitch #stream #live #gamer #twitchstreamer #twitchtv #affiliate #starwars #jedi",#StarWars
790,1521274513878667264,https://twitter.com/ashmicg/status/1521274513878667264,2022-05-02 23:44:42+00:00,I mean. #StarWars https://t.co/FIOBOwviv6,#StarWars
791,1521274416012869638,https://twitter.com/Sanity4Texas/status/1521274416012869638,2022-05-02 23:44:19+00:00,I love father/daughter moments of tenderness. #StarWars #parenting https://t.co/Qg0LVyQgHO,#StarWars
792,1521274400905080832,https://twitter.com/WookShowcase/status/1521274400905080832,2022-05-02 23:44:15+00:00,"#StarWars #Wookieepedia #ComprehensiveArticles
https://t.co/pTOaEyhE2s",#StarWars
793,1521274400561000448,https://twitter.com/krscomics/status/1521274400561000448,2022-05-02 23:44:15+00:00,"💥ANNOUNCING TWO MAY THE 4TH STAR WARS DAY EXCLUSIVES! #STARWARS INSIDER variants DROP Wed May 4 at 2pm pst/5pm est on https://t.co/VxWrqXBQnz!

The Mandalorian FOIL cover: $30
Bad Batch variant cover: $20
#maythe4thbewithyou
#StarWarsDay https://t.co/m26MuDmqhM",#StarWars
794,1521274399932002305,https://twitter.com/WookShowcase/status/1521274399932002305,2022-05-02 23:44:15+00:00,"Read more about Root-mouse, a Comprehensive Article nominated by user JediMasterMacaroni, on Wookieepedia, the Star Wars Wiki!

Follow this account and @WookOfficial for more updates on all things #StarWars!",#StarWars
795,1521274263919079432,https://twitter.com/LBeskar/status/1521274263919079432,2022-05-02 23:43:43+00:00,Darth Maul #StarWars https://t.co/49WKAktbws,#StarWars
796,1521274218385756160,https://twitter.com/LBeskar/status/1521274218385756160,2022-05-02 23:43:32+00:00,"Detrás de las Cámaras de ""Lightman"", el alienígena que iba a ser un extra en el Palacio de Jabba de ""El Retorno del Jedi"" y que finalmente no llegó al montaje final de la película #StarWars⬇️⬇️ https://t.co/xRP5afWdLK",#StarWars
797,1521274105496064005,https://twitter.com/DynastyBreaksTX/status/1521274105496064005,2022-05-02 23:43:05+00:00,2021 Topps Stars Wars Masterwork 4 Box Half Case Break #1   Sports Cards https://t.co/I2L1dtKb2G via @YouTube #thehobby #collect #whodoyoucollect #tradingcards #sportscards  #baseballcards #BOOM #breaks #groupbreaks #boxbreaks #Topps #StarWars #Masterwork #TheForce,#StarWars
798,1521273907059253249,https://twitter.com/Trickinkix/status/1521273907059253249,2022-05-02 23:42:18+00:00,@veve_official @starwars #starwars @starwars,#StarWars
799,1521273779757875202,https://twitter.com/MarcTheLlama91/status/1521273779757875202,2022-05-02 23:41:47+00:00,"Want to find out?
Click 👉 https://t.co/cJxA6q9UX9
Pls 👍, sub, share

@OriginalFunko #boxwarehouseexclusive #themandalorian #grogu #darksaber #jedi #sith #starwars #funkocooler #playstation #xbox #nintendo #reaction #movie #steelbook #anime #funkopop #funko #funkosoda #figpin https://t.co/jfMYQfv9ke",#StarWars
800,1521640654220271619,https://twitter.com/maryfett66/status/1521640654220271619,2022-05-03 23:59:37+00:00,"Que haré si al amor de vida no le gusta Star Wars episode VI: Return of The Jedi🤧
#StarWars https://t.co/zy5Vozxwqk",#StarWars
801,1521640654081650688,https://twitter.com/stevetheshoeman/status/1521640654081650688,2022-05-03 23:59:37+00:00,HAPPY MAY THE 4TH BE WITH YOU DAY. Shameful plug. Any character any theme. All hand custom made #MayThe4thBeWithYou #MayThe4th #StarWars #StarWarsDay https://t.co/QlrvJc161c,#StarWars
802,1521640595030118400,https://twitter.com/Logesh__waran/status/1521640595030118400,2022-05-03 23:59:23+00:00,"Happy #StarWars Day!!! 
May the fourth be with you. https://t.co/JeILDmfYX9",#StarWars
803,1521640519104872450,https://twitter.com/CloneTheSylvie/status/1521640519104872450,2022-05-03 23:59:05+00:00,Erisa Jedi. #Fortnite #StarWars https://t.co/jfpjR5ft3o,#StarWars
804,1521640499882659840,https://twitter.com/yuuya_0211_/status/1521640499882659840,2022-05-03 23:59:00+00:00,"こちらも…！チューイもカイロレンもめちゃ大きかった。
パパ田口そこそこ身長あるけどさらに大きくてちょっと圧がすごかった

#StarWars #StarWarsDay #MayThe4thBeWithYou #スターウォーズ　#スターウォーズの日 #フォースの日 https://t.co/mXrur2n3py",#StarWars
805,1521640447063433216,https://twitter.com/_SimonMoon/status/1521640447063433216,2022-05-03 23:58:47+00:00,"Happy Star Wars day, let the force flow through you and stay happy.  #MayThe4thBeWithYou #StarWars https://t.co/wQhqSlUljX",#StarWars
806,1521640436364111874,https://twitter.com/RydanH/status/1521640436364111874,2022-05-03 23:58:45+00:00,#MayThe4thBeWithYou #StarWars https://t.co/PMI9aLTUij,#StarWars
807,1521640332630413313,https://twitter.com/_alihimself_/status/1521640332630413313,2022-05-03 23:58:20+00:00,"#Starwars is not only movie franchise, tv series, entertainment media or etc.
It is more than these concepts for us.
We love it and we live it every minute of everyday!!
This is our way !!
May the force be with us… all of us 💪🏻 
#MayThe4thBeWithYou #thisistheway https://t.co/rxTYKFhxAC",#StarWars
808,1521640299600093186,https://twitter.com/ZoomLLShop1/status/1521640299600093186,2022-05-03 23:58:12+00:00,"Hello #Kids! We appreciate #each and every #one of you! Welcome to #Wednesday Kid's #Corner! Today is National #StarWars Day! At your convenience, visit our #store for #star products! MAY THE #FORCE BE WITH #YOU! Zoomllshop! https://t.co/brKI3JUWfh",#StarWars
809,1521640294709530625,https://twitter.com/Outsider4Ever1/status/1521640294709530625,2022-05-03 23:58:11+00:00,"FORTNITE ITEM SHOP UPDATE! STAR WARS SKINS RETURN! USE CODE - OUTSIDER IN THE SHOP! 

https://t.co/uOBCNauWSC

#FORTNITE 
#StarWars 
#MayThe4thBeWithYou 
#FORTNITELIVE 
#FORTNITEITEMSHOP
#ITEMSHOP",#StarWars
810,1521640269544042496,https://twitter.com/omaedayo___omae/status/1521640269544042496,2022-05-03 23:58:05+00:00,"おはし、今日はそうあの日です

#STARWARS #StarWarsDay #スターウォーズ #スターウォーズの日 https://t.co/f3GbdrpZZI",#StarWars
811,1521640226535444480,https://twitter.com/Sean_P_Doyle/status/1521640226535444480,2022-05-03 23:57:55+00:00,"Someone finally answered the 45 yr old question “What do you get a Wookiee for Christmas, when he already owns a comb?” #StarWars #StarWarsHolidaySpecial https://t.co/ANtu2w9SWJ",#StarWars
812,1521640158638051328,https://twitter.com/MundoKame/status/1521640158638051328,2022-05-03 23:57:39+00:00,"This is the Way

#StarWars
#TheMandalorian
#MayThe4thBeWithYou https://t.co/pPuxZF1mYA",#StarWars
813,1521640099376627712,https://twitter.com/GamersUniteMX/status/1521640099376627712,2022-05-03 23:57:25+00:00,"Fortnite celebra #StarWars por dos semanas ¿este es albo-Wan? 

https://t.co/69RfsnAoOX https://t.co/VY4KLXt2Zi",#StarWars
814,1521640093781532672,https://twitter.com/UdoFerno/status/1521640093781532672,2022-05-03 23:57:23+00:00,"May the 4th be with you. 😉
#StarWars #MayThe4thBeWithYou",#StarWars
815,1521640073971834881,https://twitter.com/ProjectNaosis/status/1521640073971834881,2022-05-03 23:57:18+00:00,Can’t wait… #starwars https://t.co/TQyFGGHYc9,#StarWars
816,1521640004568727554,https://twitter.com/elena_strikes/status/1521640004568727554,2022-05-03 23:57:02+00:00,Thank you @Casetify for sending me these gorgeous #StarWars cases just in time for May the 4th! Launching TOMORROW on the #CASETiFY site! https://t.co/M2bgS3onDb,#StarWars
817,1521639975913201671,https://twitter.com/elQueerparty/status/1521639975913201671,2022-05-03 23:56:55+00:00,"MAY DEEZ NUTS BE WITH YOU.....starwars x fortnite  https://t.co/7nepJXFlw3
#starwars #fortnite #anime #girl",#StarWars
818,1521639942819958784,https://twitter.com/woc20000/status/1521639942819958784,2022-05-03 23:56:47+00:00,"#おもちゃ撮影会 
テーマ『スターウォーズ』既出

帝国と反乱軍の戦い！ #スターウォーズ #StarWars #オモ写 https://t.co/wBFtbCjvCL",#StarWars
819,1521639933512933377,https://twitter.com/501ECG/status/1521639933512933377,2022-05-03 23:56:45+00:00,"On today's #TrooperTuesday and Meet the Command Staff, we're featuring our Web Liaison and Webmaster Candace Gelfman (TI-2891)! Thank you for your hard work on our website and forums, Candace!

#starwars #501stLegion #EmpireCityGarrison #BadGuysDoingGood #Official501st #TIEPilot https://t.co/gCISYsGafx",#StarWars
820,1521639924415746048,https://twitter.com/kinako86ster/status/1521639924415746048,2022-05-03 23:56:43+00:00,"R2-D2が大好きです😘TDLはR2に会いに行くところ☺️3年前に行ったきりだけど…(笑)
#MayThe4thBeWithYou #StarWars https://t.co/UT1C5GcjGF",#StarWars
821,1521639888864825344,https://twitter.com/yuuya_0211_/status/1521639888864825344,2022-05-03 23:56:34+00:00,"今日はMay the force be with you なので…

はるかかなた遠い昔、スタツア横で会えたお二人

#StarWars #StarWarsDay #MayThe4thBeWithYou #スターウォーズ　#スターウォーズの日 #フォースの日 https://t.co/HGZ0BOQOub",#StarWars
822,1521639883848048640,https://twitter.com/_GiselleQuin_/status/1521639883848048640,2022-05-03 23:56:33+00:00,"May the Force be with you.

#フォースと共にあらんことを
#スターウォーズの日 #MayThe4thBeWithYou #MayThe4th #StarWarsDay #スターウォーズ #StarWars https://t.co/8hQFl22JMR",#StarWars
823,1521639804307480577,https://twitter.com/CastMocha784/status/1521639804307480577,2022-05-03 23:56:14+00:00,"FELIZ DÍA para los FANS de #StarWars ✨ y que la fuerza os acompañe 🌌.

#StarWarsDay #StarWarsCelebration #MayTheFourthBeWithYou",#StarWars
824,1521639790461992960,https://twitter.com/DoktorWatson/status/1521639790461992960,2022-05-03 23:56:11+00:00,#MayThe4thBeWithYou #StarWars #StarWarsDay ✨ https://t.co/DrhNLQy17b,#StarWars
825,1521639675282309120,https://twitter.com/3dxpStudios/status/1521639675282309120,2022-05-03 23:55:43+00:00,"May the 4th be with you.

#StarWars https://t.co/zmsXI40bN3",#StarWars
826,1521639664272109568,https://twitter.com/Kings_Of_Neon_/status/1521639664272109568,2022-05-03 23:55:41+00:00,"Happy Star Wars Day King's Crew! May the 4th be with you! ✨

🇦🇺 https://t.co/Biol1mWUox
🇺🇸 https://t.co/vlBMjUtdgm
🇳🇿 https://t.co/fL9n7QGbCq

#StarWars #May4thbewithyou https://t.co/cp3Dwp5YVQ",#StarWars
827,1521639662342881280,https://twitter.com/tcg115/status/1521639662342881280,2022-05-03 23:55:40+00:00,"May the 4th be with you !
#starwars #MayThe4thBeWithYou #StarWarsDay https://t.co/8G3wON7U8T",#StarWars
828,1521639563847942145,https://twitter.com/SombradeImperio/status/1521639563847942145,2022-05-03 23:55:17+00:00,"¡Cuarteto legendario! 😱Vean la reacción de Ming Na Wen (Fennec Shand) con la icónica foto que se está tomando al lado de: Jon Favreau, Mark Hamill (Luke Skywalker) y Temuera Morrison (Boba Fett) en el rodaje del libro de Boba
#MayThe4thBeWithYou #StarWars
https://t.co/KU0Lt6ilKE",#StarWars
829,1521639489474646017,https://twitter.com/_beniih/status/1521639489474646017,2022-05-03 23:54:59+00:00,#StarWars  #MayThe4thBeWithYou https://t.co/V8pyqrjWtR,#StarWars
830,1521639464883613696,https://twitter.com/bhz_ym2151/status/1521639464883613696,2022-05-03 23:54:53+00:00,"毎年恒例
May The 4th be with you! 

#スターウォーズの日
#MayThe4thBeWithYou
#MayThe4th #StarWarsDay 
#スターウォーズ #StarWars https://t.co/SYxZqEZ2IQ",#StarWars
831,1521639360713555968,https://twitter.com/Cassie__complex/status/1521639360713555968,2022-05-03 23:54:28+00:00,The only thing worse than #StarWars is the fandom 🤷🏾‍♀️🤷🏾‍♀️🤷🏾‍♀️   #MayThe4thBeWithYou https://t.co/8dJJ1bT4V0,#StarWars
832,1521639245395656704,https://twitter.com/withARASHI_yuki/status/1521639245395656704,2022-05-03 23:54:01+00:00,"#StarWars 
He's the only man I've ever been fascinated about other than JunMatsumoto.
I'm excited to know that he'll be back as Darth Vader.
#MayThe4thBeWithYou https://t.co/V9cfzcDowe",#StarWars
833,1521639147240554496,https://twitter.com/keeixxxsato/status/1521639147240554496,2022-05-03 23:53:38+00:00,"#MayThe4thBeWithYou ５月４日はフォースの日
#StarWars 
全身からフォースを出している武闘派女子猫🐈‍⬛ https://t.co/G01Hg4kqbN",#StarWars
834,1521639129292943360,https://twitter.com/Malikofficiel93/status/1521639129292943360,2022-05-03 23:53:33+00:00,#MayThe4rthBeWith #EpicPartner #epicgames #StarWars #StarWarsDay #smokemon93tvoff https://t.co/xpeEDvSQhI,#StarWars
835,1521639125119549446,https://twitter.com/Ceglus/status/1521639125119549446,2022-05-03 23:53:32+00:00,"Obi-Wan to Fortnite? 
Yes ! 🌟❤️⭐💫
#Fortnite #StarWars https://t.co/3ncGdzmCXL",#StarWars
836,1521639111337345024,https://twitter.com/cjhawk93/status/1521639111337345024,2022-05-03 23:53:29+00:00,"It's #StarWarsDays here in Australia, and all throughout the day, you'll be treated to new #StarWars content only on #ProjectFangirl.",#StarWars
837,1521639093037195265,https://twitter.com/sirahoko0/status/1521639093037195265,2022-05-03 23:53:25+00:00,"5/4はSTAR WARSの日だぁ！
このミレミアム・ファルコンは10万円くらいの値段で取引されてるよ！
#STARWARS
#スターウォーズの日 https://t.co/BuG9MguVRH",#StarWars
838,1521639047910809607,https://twitter.com/BotInventory/status/1521639047910809607,2022-05-03 23:53:14+00:00,"[$18.99]
Star Wars Jedi Knight Collection - Nintendo Switch
#starWars #nintendoswitch
Source: Gamestop Checker v4
Reason: Available

07:52:43.5360 PM EDT #Ad

https://t.co/CVP21ak3Mz",#StarWars
839,1521639047873155073,https://twitter.com/BotConsoles/status/1521639047873155073,2022-05-03 23:53:14+00:00,"[$18.99]
Star Wars Jedi Knight Collection - Nintendo Switch
#starWars #nintendoswitch
Source: Gamestop Checker v4
Reason: Available

07:52:43.5360 PM EDT #Ad

https://t.co/LLxEBo5pgI",#StarWars
840,1521638970274332673,https://twitter.com/CARVAJAL_55/status/1521638970274332673,2022-05-03 23:52:55+00:00,#StarWars #MayThe4thBeWithYou https://t.co/W3gpTlx6OJ,#StarWars
841,1521638952368750597,https://twitter.com/SpeedyGamingxx/status/1521638952368750597,2022-05-03 23:52:51+00:00,Ummm Is This Sussposed Sri Be Here #StarWars #Fortnite https://t.co/K2b3NesSxo,#StarWars
842,1521638936912834561,https://twitter.com/CosmoMoose/status/1521638936912834561,2022-05-03 23:52:47+00:00,"Do you like Star Wars music? The Force is with this fan film score to ""Shadow of the Mandalorian"". #starwars #mandalorian https://t.co/lkZMnyAwCM",#StarWars
843,1521638902146211840,https://twitter.com/playermaycry10/status/1521638902146211840,2022-05-03 23:52:39+00:00,May The Forth Be With You #MayThe4th #MayThe4thBeWithYou #StarWars #starwars https://t.co/ljqnoefWLg,#StarWars
844,1521638880117723137,https://twitter.com/FavsAllen/status/1521638880117723137,2022-05-03 23:52:34+00:00,"Darth Vader 
#StarWars #StarWarsDay #MayThe4thBeWithYou https://t.co/IjWs4cvzAF",#StarWars
845,1521638869304705024,https://twitter.com/GrzzzGrzzzGrzzz/status/1521638869304705024,2022-05-03 23:52:31+00:00,#fortnite #starwars #NintendoSwitch https://t.co/22a4mhfTad,#StarWars
846,1521638868776554496,https://twitter.com/bk_thirdman/status/1521638868776554496,2022-05-03 23:52:31+00:00,"「 Darth Maul 」

今年も、遥か彼方の銀河系へ愛を込めて

＃イラスト #illustration
#MayThe4thBeWithYou 
#StarWars #StarWarsDay https://t.co/N3AoDBSmHQ",#StarWars
847,1521638670985486336,https://twitter.com/SrRandler/status/1521638670985486336,2022-05-03 23:51:44+00:00,#StarWars #PS4share https://t.co/4HORYB1i4e,#StarWars
848,1521638668997382152,https://twitter.com/MikaElliot1/status/1521638668997382152,2022-05-03 23:51:44+00:00,Y a Dark Vador et Dark Varéveillé #anakinskywalker #StarWars #darkvador #humour #film,#StarWars
849,1521638518128320520,https://twitter.com/Cabezorro/status/1521638518128320520,2022-05-03 23:51:08+00:00,Que difícil es conseguir la imagen perfecta para el #StarWars #StarWarsDay #MayThe4thBeWithYou #MayThe4th #StarWarsCelebration #MayTheFourthBeWithYou,#StarWars
850,1522003094393044992,https://twitter.com/LXMBdrip/status/1522003094393044992,2022-05-04 23:59:49+00:00,Happy #StarWarsDay #MayThe4thBeWithYou #starwars #jedi #princessleia #chewbacca #kawaii #monochromeart #cute #digitalart #digitalartist #medibang https://t.co/jKiHcAUsyr,#StarWars
851,1522003082145636352,https://twitter.com/Irrepress_ible/status/1522003082145636352,2022-05-04 23:59:46+00:00,"""No. Try not. Do or do not. There is no try."" - Yoda ❤️✨

#MayTheFourthBeWithYou #Twitter #NFTs #StarWars",#StarWars
852,1522003067478200323,https://twitter.com/Bety_Olivares/status/1522003067478200323,2022-05-04 23:59:43+00:00,"Arrancamos el gran concierto de #StarWars sinfónico.🎶

En la Ciudad de México Las y #LosJóvenesUnenAlBarrio por el bienestar. https://t.co/GklMKBWplL",#StarWars
853,1522003054123384832,https://twitter.com/petuniapuggo/status/1522003054123384832,2022-05-04 23:59:40+00:00,"❤️🖤 𝕀 𝔽𝕚𝕟𝕕 𝕐𝕠𝕦𝕣 𝕃𝕒𝕔𝕜 𝕠𝕗 𝔽𝕒𝕚𝕥𝕙 𝔻𝕚𝕤𝕥𝕦𝕣𝕓𝕚𝕟𝕘... 🖤❤️
I see through the lies of the Jedi. I do not fear the BARK Side as you do!
May the 4th be with you!
#MayThe4thBeWithYou #MayTheFourthBeWithYou #StarWarsDay #StarWars #pugchat #puglife @starwars https://t.co/9SE67s4PCU",#StarWars
854,1522003049631338498,https://twitter.com/rowanbloodborn/status/1522003049631338498,2022-05-04 23:59:39+00:00,"𝕋𝕙𝕖𝕣𝕖 𝕚𝕤 𝕗𝕣𝕖𝕖𝕕𝕠𝕞 𝕚𝕟 𝕝𝕚𝕗𝕖
𝕋𝕙𝕖𝕣𝕖 𝕚𝕤 𝕡𝕦𝕣𝕡𝕠𝕤𝕖 𝕚𝕟 𝕕𝕖𝕒𝕥𝕙
     
𝕋𝕙𝕖 𝔽𝕠𝕣𝕔𝕖 𝕚𝕤 𝕒𝕝𝕝 𝕥𝕙𝕚𝕟𝕘𝕤 𝕒𝕟𝕕 𝕀 𝕒𝕞 𝕥𝕙𝕖 𝔽𝕠𝕣𝕔𝕖

#NenekoColorS | #GPOSERS | #StarWars | #ffxiv | #miqote | #MayThe4thBeWithYou | #ffxivsnaps https://t.co/olAG57fsQC",#StarWars
855,1522003046988849152,https://twitter.com/caramel_bandit/status/1522003046988849152,2022-05-04 23:59:38+00:00,"Surprise #MayThe4th stream today! Playing my favorite Star Wars game of all time #KOTOR aka Knights of the Old Republic, to celebrate!

#Vtuber #TwitchAffliate #StarWars https://t.co/nKhz8rO6Lv",#StarWars
